track_name,artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cover_url,spotify_search_link,youtube_search_url,youtube_url
Ghost in the Machine (feat. Phoebe Bridgers),"SZA, Phoebe Bridgers",2,2022,12,9,1634,0,110073250,16,20,4,0,0,125,F#,Major,62,59,43,84,3,11,5,https://i.scdn.co/image/ab67616d0000b273bc18bdade69ec5ef0bb25b17,https://open.spotify.com/search/Ghost%20in%20the%20Machine%20%28feat.%20Phoebe%20Bridgers%29%20SZA%2C%20Phoebe%20Bridgers,https://www.youtube.com/results?search_query=Ghost+in+the+Machine+%28feat.+Phoebe+Bridgers%29+SZA%2C+Phoebe+Bridgers,https://www.youtube.com/watch?v=s8EU5Sm9GQY
Special,SZA,1,2022,12,9,906,0,88092256,6,21,3,0,0,76,,Major,60,19,20,78,0,11,5,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,https://open.spotify.com/search/Special%20SZA,https://www.youtube.com/results?search_query=Special+SZA,https://www.youtube.com/watch?v=2B-G_jB0Wzo
Merry Christmas Everyone,Shakin' Stevens,1,1984,1,1,1087,0,351636786,90,35,5,0,0,101,C#,Minor,72,91,87,14,0,13,3,https://i.scdn.co/image/ab67616d0000b273d962f3b4235f8c6429a829fb,https://open.spotify.com/search/Merry%20Christmas%20Everyone%20Shakin%27%20Stevens,https://www.youtube.com/results?search_query=Merry+Christmas+Everyone+Shakin%27+Stevens,https://www.youtube.com/watch?v=N-PyWfVkjZc
Let It Snow! Let It Snow! Let It Snow!,"Frank Sinatra, B. Swanson Quartet",2,1950,1,1,10585,0,473248298,126,108,406,0,0,143,D,Major,60,86,32,88,0,34,6,https://i.scdn.co/image/ab67616d0000b273df1066335619efa75889bcfc,https://open.spotify.com/search/Let%20It%20Snow%21%20Let%20It%20Snow%21%20Let%20It%20Snow%21%20Frank%20Sinatra%2C%20B.%20Swanson%20Quartet,https://www.youtube.com/results?search_query=Let+It+Snow%21+Let+It+Snow%21+Let+It+Snow%21+Frank+Sinatra%2C+B.+Swanson+Quartet,https://www.youtube.com/watch?v=sE3uRRFVsmc
SOS,SZA,1,2022,12,9,827,0,73981293,6,18,1,0,0,119,G,Minor,51,51,66,67,0,9,23,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,https://open.spotify.com/search/SOS%20SZA,https://www.youtube.com/results?search_query=SOS+SZA,https://www.youtube.com/watch?v=WxflcXmtVTM
Open Arms (feat. Travis Scott),"SZA, Travis Scott",2,2022,12,8,1420,4,155653938,13,87,17,0,46,78,A,Major,67,22,59,76,1,15,16,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,https://open.spotify.com/search/Open%20Arms%20%28feat.%20Travis%20Scott%29%20SZA%2C%20Travis%20Scott,https://www.youtube.com/results?search_query=Open+Arms+%28feat.+Travis+Scott%29+SZA%2C+Travis+Scott,https://www.youtube.com/watch?v=JLd09jmEAYA
White Christmas,"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3,1942,1,1,11940,0,395591396,73,79,123,0,0,96,A,Major,23,19,25,91,0,40,3,https://i.scdn.co/image/ab67616d0000b273481bb0db1e8bd0c7104368a4,https://open.spotify.com/search/White%20Christmas%20Bing%20Crosby%2C%20John%20Scott%20Trotter%20%26%20His%20Orchestra%2C%20Ken%20Darby%20Singers,https://www.youtube.com/results?search_query=White+Christmas+Bing+Crosby%2C+John+Scott+Trotter+%26+His+Orchestra%2C+Ken+Darby+Singers,https://www.youtube.com/watch?v=DQdiNPe5ja0
Driving Home for Christmas - 2019 Remaster,Chris Rea,1,1986,1,1,888,0,429504768,50,0,6,0,0,180,A,Major,51,87,58,36,0,18,4,https://i.scdn.co/image/ab67616d0000b273d8a8b34740a0289f7427b36a,https://open.spotify.com/search/Driving%20Home%20for%20Christmas%20-%202019%20Remaster%20Chris%20Rea,https://www.youtube.com/results?search_query=Driving+Home+for+Christmas+-+2019+Remaster+Chris+Rea,https://www.youtube.com/watch?v=sQDQwgCHKMs
Christmas (Baby Please Come Home),Darlene Love,1,1963,11,22,9122,0,242767149,121,58,212,0,0,126,D#,Major,34,35,76,39,0,8,5,https://i.scdn.co/image/ab67616d0000b273adad4220d51bd720481d4be4,https://open.spotify.com/search/Christmas%20%28Baby%20Please%20Come%20Home%29%20Darlene%20Love,https://www.youtube.com/results?search_query=Christmas+%28Baby+Please+Come+Home%29+Darlene+Love,https://www.youtube.com/watch?v=vf4ZXBzbAio
Gone Girl,SZA,1,2022,12,9,892,0,65362788,3,17,2,0,0,150,F,Major,43,42,44,57,0,15,6,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,https://open.spotify.com/search/Gone%20Girl%20SZA,https://www.youtube.com/results?search_query=Gone+Girl+SZA,https://www.youtube.com/watch?v=rA6DIHIg5To
F2F,SZA,1,2022,12,9,989,0,67540165,5,9,1,0,0,90,D,Major,53,47,74,9,0,34,4,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,https://open.spotify.com/search/F2F%20SZA,https://www.youtube.com/results?search_query=F2F+SZA,https://www.youtube.com/watch?v=h-oGPR9jHtk
Notice Me,SZA,1,2022,12,9,819,0,62019074,14,22,0,0,0,160,F,Major,72,78,68,28,0,11,12,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,https://open.spotify.com/search/Notice%20Me%20SZA,https://www.youtube.com/results?search_query=Notice+Me+SZA,https://www.youtube.com/watch?v=d5HnmWR8JIQ
Merry Christmas,"Ed Sheeran, Elton John",2,2017,11,10,2209,0,135723538,72,90,141,0,0,114,,Major,59,60,94,24,0,10,4,https://i.scdn.co/image/ab67616d0000b273d8db7e7b7d4c1e90cd18ca3a,https://open.spotify.com/search/Merry%20Christmas%20Ed%20Sheeran%2C%20Elton%20John,https://www.youtube.com/results?search_query=Merry+Christmas+Ed+Sheeran%2C+Elton+John,https://www.youtube.com/watch?v=Q_yuO8UNGmY
It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3,1958,1,1,6290,0,295998468,89,39,158,0,0,113,G,Major,73,72,32,77,0,15,5,https://i.scdn.co/image/ab67616d0000b273d5f598be32d3027b9578ecd6,https://open.spotify.com/search/It%27s%20Beginning%20to%20Look%20a%20Lot%20Like%20Christmas%20%28with%20Mitchell%20Ayres%20%26%20His%20Orchestra%29%20Perry%20Como%2C%20The%20Fontane%20Sisters%2C%20Mitchell%20Ayres%20%26%20His%20Orchestra,https://www.youtube.com/results?search_query=It%27s+Beginning+to+Look+a+Lot+Like+Christmas+%28with+Mitchell+Ayres+%26+His+Orchestra%29+Perry+Como%2C+The+Fontane+Sisters%2C+Mitchell+Ayres+%26+His+Orchestra,https://www.youtube.com/watch?v=SnunPV-XTbA
My Only Wish (This Year),Britney Spears,1,2000,11,7,6952,0,261116938,115,53,286,0,0,147,,Major,67,69,72,17,0,19,3,https://i.scdn.co/image/ab67616d0000b27316ed688a08ecd351560f4566,https://open.spotify.com/search/My%20Only%20Wish%20%28This%20Year%29%20Britney%20Spears,https://www.youtube.com/results?search_query=My+Only+Wish+%28This+Year%29+Britney+Spears,https://www.youtube.com/watch?v=_MzumcY3lpk
Antidepresan,"Mabel Matiz, Mert Demir",2,2022,11,4,313,2,136689549,10,6,7,1,9,100,B,Minor,70,92,59,3,0,10,3,https://i.scdn.co/image/ab67616d0000b2736a4753885f8de374c6ff1240,https://open.spotify.com/search/Antidepresan%20Mabel%20Matiz%2C%20Mert%20Demir,https://www.youtube.com/results?search_query=Antidepresan+Mabel+Matiz%2C+Mert+Demir,https://www.youtube.com/watch?v=i6CSvLvSNZ4
Wild Flower (with youjeen),RM,1,2022,12,2,353,2,135611421,2,74,14,0,2,155,G#,Major,49,42,77,3,0,12,9,https://i.scdn.co/image/ab67616d0000b273fa60e8a8d5ca09efc6098175,https://open.spotify.com/search/Wild%20Flower%20%28with%20youjeen%29%20RM,https://www.youtube.com/results?search_query=Wild+Flower+%28with+youjeen%29+RM,https://www.youtube.com/watch?v=u18be_kRmC0
I Hate U,SZA,1,2021,12,3,4094,0,356709897,66,96,43,0,0,107,G,Minor,54,41,39,51,0,11,16,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,https://open.spotify.com/search/I%20Hate%20U%20SZA,https://www.youtube.com/results?search_query=I+Hate+U+SZA,https://www.youtube.com/watch?v=iwyAxyE2Ajg
Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2,2022,12,2,880,0,110649992,3,7,10,0,0,112,G#,Major,80,15,54,9,0,38,5,https://i.scdn.co/image/ab67616d0000b273c4fee55d7b51479627c31f89,https://open.spotify.com/search/Raindrops%20%28Insane%29%20%5Bwith%20Travis%20Scott%5D%20Travis%20Scott%2C%20Metro%20Boomin,https://www.youtube.com/results?search_query=Raindrops+%28Insane%29+%5Bwith+Travis+Scott%5D+Travis+Scott%2C+Metro+Boomin,https://www.youtube.com/watch?v=2WqI50mc7Jo
SPIT IN MY FACE!,ThxSoMch,1,2022,10,31,573,0,301869854,1,0,18,0,24,166,C#,Major,70,57,57,9,20,11,7,https://i.scdn.co/image/ab67616d0000b27360ddc59c8d590a37cf2348f3,https://open.spotify.com/search/SPIT%20IN%20MY%20FACE%21%20ThxSoMch,https://www.youtube.com/results?search_query=SPIT+IN+MY+FACE%21+ThxSoMch,https://www.youtube.com/watch?v=ZtCOsQqrBrs
Deck The Hall - Remastered 1999,Nat King Cole,1,1959,1,1,3299,0,127027715,65,39,41,0,0,107,F#,Minor,69,96,36,81,0,8,4,https://i.scdn.co/image/ab67616d0000b273e506bca2ef0760607289c9a9,https://open.spotify.com/search/Deck%20The%20Hall%20-%20Remastered%201999%20Nat%20King%20Cole,https://www.youtube.com/results?search_query=Deck+The+Hall+-+Remastered+1999+Nat+King+Cole,https://www.youtube.com/watch?v=kORRidv-p0Y
Smoking on my Ex Pack,SZA,1,2022,12,9,811,0,57144458,6,11,3,0,0,81,G#,Major,47,33,68,24,0,22,38,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,https://open.spotify.com/search/Smoking%20on%20my%20Ex%20Pack%20SZA,https://www.youtube.com/results?search_query=Smoking+on+my+Ex+Pack+SZA,https://www.youtube.com/watch?v=0pWcpuyYrRk
Conceited,SZA,1,2022,12,9,899,0,56870689,2,14,2,0,0,150,C#,Major,79,77,46,5,0,11,7,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,https://open.spotify.com/search/Conceited%20SZA,https://www.youtube.com/results?search_query=Conceited+SZA,https://www.youtube.com/watch?v=MgGdikddX_g
Snow On The Beach (feat. Lana Del Rey),"Taylor Swift, Lana Del Rey",2,2022,10,21,2415,0,323437194,33,57,30,0,11,110,A,Major,66,19,32,69,0,12,4,https://i.scdn.co/image/ab67616d0000b273fa747621a53c8e2cc436dee0,https://open.spotify.com/search/Snow%20On%20The%20Beach%20%28feat.%20Lana%20Del%20Rey%29%20Taylor%20Swift%2C%20Lana%20Del%20Rey,https://www.youtube.com/results?search_query=Snow+On+The+Beach+%28feat.+Lana+Del+Rey%29+Taylor+Swift%2C+Lana+Del+Rey,https://www.youtube.com/watch?v=2CnUYMmEHrs
Maroon,Taylor Swift,1,2022,10,21,2304,0,317726339,12,16,14,0,0,108,G,Major,64,4,40,6,0,10,6,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,https://open.spotify.com/search/Maroon%20Taylor%20Swift,https://www.youtube.com/results?search_query=Maroon+Taylor+Swift,https://www.youtube.com/watch?v=lvHZjvIyqsk
Bejeweled,Taylor Swift,1,2022,10,21,2699,0,328207708,39,35,22,2,0,164,G,Major,70,39,56,6,0,9,7,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5,https://open.spotify.com/search/Bejeweled%20Taylor%20Swift,https://www.youtube.com/results?search_query=Bejeweled+Taylor+Swift,https://www.youtube.com/watch?v=b7QlX3yR2xs
Tarot,"Bad Bunny, Jhay Cortez",2,2022,5,6,2482,20,608228647,27,77,22,2,0,114,B,Minor,80,42,68,2,0,66,4,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,https://open.spotify.com/search/Tarot%20Bad%20Bunny%2C%20Jhay%20Cortez,https://www.youtube.com/results?search_query=Tarot+Bad+Bunny%2C+Jhay+Cortez,https://www.youtube.com/watch?v=gwJ7YKhmWKg
You Make It Feel Like Christmas (feat. Blake Shelton),"Gwen Stefani, Blake Shelton",2,2005,9,20,2577,0,180577478,108,56,30,0,0,93,F,Major,63,93,88,1,0,12,4,https://i.scdn.co/image/ab67616d0000b273f1ead165a7504b97e66ea7c4,https://open.spotify.com/search/You%20Make%20It%20Feel%20Like%20Christmas%20%28feat.%20Blake%20Shelton%29%20Gwen%20Stefani%2C%20Blake%20Shelton,https://www.youtube.com/results?search_query=You+Make+It+Feel+Like+Christmas+%28feat.+Blake+Shelton%29+Gwen+Stefani%2C+Blake+Shelton,https://www.youtube.com/watch?v=3ZT9_H4-hbM
Desesperados,"Chencho Corleone, Rauw Alejandro",2,2021,6,25,6821,34,809306935,83,58,128,7,0,90,C#,Minor,87,51,69,36,0,9,8,https://i.scdn.co/image/ab67616d0000b273f793c0c53727d8c5c950f809,https://open.spotify.com/search/Desesperados%20Chencho%20Corleone%2C%20Rauw%20Alejandro,https://www.youtube.com/results?search_query=Desesperados+Chencho+Corleone%2C+Rauw+Alejandro,https://www.youtube.com/watch?v=K9mTSekTktw
Too Late,SZA,1,2022,12,8,714,0,49262961,0,9,2,0,0,128,B,Major,45,35,68,78,0,39,8,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,https://open.spotify.com/search/Too%20Late%20SZA,https://www.youtube.com/results?search_query=Too+Late+SZA,https://www.youtube.com/watch?v=w_6Ds6hr01M
Party,"Bad Bunny, Rauw Alejandro",2,2022,5,6,3185,4,614555082,38,64,37,3,36,97,A,Major,83,47,80,2,0,24,9,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72,https://open.spotify.com/search/Party%20Bad%20Bunny%2C%20Rauw%20Alejandro,https://www.youtube.com/results?search_query=Party+Bad+Bunny%2C+Rauw+Alejandro,https://www.youtube.com/watch?v=G9XrXnfJPsk
Run Rudolph Run - Single Version,Chuck Berry,1,1958,1,1,8612,0,245350949,120,30,52,0,1,152,G,Minor,69,94,71,79,0,7,8,https://i.scdn.co/image/ab67616d0000b27393cc654759c909d4c1123739,https://open.spotify.com/search/Run%20Rudolph%20Run%20-%20Single%20Version%20Chuck%20Berry,https://www.youtube.com/results?search_query=Run+Rudolph+Run+-+Single+Version+Chuck+Berry,https://www.youtube.com/watch?v=YiadNVhaGwk
Jingle Bells - Remastered 1999,Frank Sinatra,1,1957,1,1,4326,0,178660459,32,3,65,0,0,175,G#,Major,51,94,34,73,0,10,5,https://i.scdn.co/image/ab67616d0000b27352693de430023c13b7976490,https://open.spotify.com/search/Jingle%20Bells%20-%20Remastered%201999%20Frank%20Sinatra,https://www.youtube.com/results?search_query=Jingle+Bells+-+Remastered+1999+Frank+Sinatra,https://www.youtube.com/watch?v=hLf0-lro8X8
Far,SZA,1,2022,12,9,680,0,51641685,2,15,1,0,0,116,D,Major,61,48,55,67,0,16,8,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1,https://open.spotify.com/search/Far%20SZA,https://www.youtube.com/results?search_query=Far+SZA,https://www.youtube.com/watch?v=HQPrprfg_FA
On Time (with John Legend),"John Legend, Metro Boomin",2,2022,12,2,398,0,78139948,2,2,6,0,2,80,F,Minor,33,51,59,76,0,44,6,https://i.scdn.co/image/ab67616d0000b273c4fee55d7b51479627c31f89,https://open.spotify.com/search/On%20Time%20%28with%20John%20Legend%29%20John%20Legend%2C%20Metro%20Boomin,https://www.youtube.com/results?search_query=On+Time+%28with+John+Legend%29+John+Legend%2C+Metro+Boomin,https://www.youtube.com/watch?v=_AcodjYU8iw
GATÃÂÃÂBELA,"Maldy, Karol G",2,2022,8,25,3328,13,322336177,39,50,57,3,1,93,B,Minor,63,34,86,26,0,21,39,https://i.scdn.co/image/ab67616d0000b27382de1ca074ae63cb18fce335,https://open.spotify.com/search/GAT%C3%AF%C2%BF%C2%BD%C3%AF%C2%BF%C2%BD%20Maldy%2C%20Karol%20G,https://www.youtube.com/results?search_query=GAT%C3%83%C2%83%C3%82%C2%9ABELA+Maldy%2C+Karol+G,"ytsearch1:GATÃÂÃÂBELA Maldy, Karol G"
Sacrifice,The Weeknd,1,2022,1,7,4440,0,326792833,81,77,133,0,,122,G,Major,70,91,79,3,0,7,10,https://i.scdn.co/image/ab67616d0000b2731c7942eac1aece801758fccf,https://open.spotify.com/search/Sacrifice%20The%20Weeknd,https://www.youtube.com/results?search_query=Sacrifice+The+Weeknd,https://www.youtube.com/watch?v=VafTMsrnSTU
Is There Someone Else?,The Weeknd,1,2022,1,7,2881,6,391251368,13,89,34,0,3,135,A,Minor,70,60,58,4,0,16,3,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,https://open.spotify.com/search/Is%20There%20Someone%20Else%3F%20The%20Weeknd,https://www.youtube.com/results?search_query=Is+There+Someone+Else%3F+The+Weeknd,https://www.youtube.com/watch?v=i4ZuseKFBF0
Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2022,1,5,2235,0,349585590,65,7,70,16,6,109,F,Major,60,45,47,62,0,31,5,https://i.scdn.co/image/ab67616d0000b273270a1c7644ec5a23c7d05272,https://open.spotify.com/search/Fingers%20Crossed%20Lauren%20Spencer%20Smith%2C%20Lauren%20Spencer%20Smith%2C%20Lauren%20Spencer%20Smith,https://www.youtube.com/results?search_query=Fingers+Crossed+Lauren+Spencer+Smith%2C+Lauren+Spencer+Smith%2C+Lauren+Spencer+Smith,https://www.youtube.com/watch?v=mzwg5Ldkt5Q
Out of Time,The Weeknd,1,2022,1,7,3711,0,339659802,49,88,62,0,,93,,Minor,65,82,74,27,0,32,5,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,https://open.spotify.com/search/Out%20of%20Time%20The%20Weeknd,https://www.youtube.com/results?search_query=Out+of+Time+The+Weeknd,https://www.youtube.com/watch?v=kxgj5af8zg4
Do It To It,"Cherish, ACRAZE",2,2021,8,20,12403,0,674772936,183,63,465,0,11,125,B,Minor,85,64,81,2,5,7,9,https://i.scdn.co/image/ab67616d0000b273c27049bea82998ef0467c9b3,https://open.spotify.com/search/Do%20It%20To%20It%20Cherish%2C%20ACRAZE,https://www.youtube.com/results?search_query=Do+It+To+It+Cherish%2C+ACRAZE,https://www.youtube.com/watch?v=cBSYJqv0Fjc
We Don't Talk About Bruno,"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",7,2021,11,19,2785,0,432719968,95,89,44,0,,206,,Minor,58,83,45,36,0,11,8,https://i.scdn.co/image/ab67616d0000b273e1ac646ed6f25125e2a77229,https://open.spotify.com/search/We%20Don%27t%20Talk%20About%20Bruno%20Adassa%2C%20Mauro%20Castillo%2C%20Stephanie%20Beatriz%2C%20Encanto%20-%20Cast%2C%20Rhenzy%20Feliz%2C%20Diane%20Guerrero%2C%20Carolina%20Gaitan,https://www.youtube.com/results?search_query=We+Don%27t+Talk+About+Bruno+Adassa%2C+Mauro+Castillo%2C+Stephanie+Beatriz%2C+Encanto+-+Cast%2C+Rhenzy+Feliz%2C+Diane+Guerrero%2C+Carolina+Gaitan,https://www.youtube.com/watch?v=bvWRMAU6V-c
Pepas,Farruko,1,2021,6,24,14114,17,1309887447,252,109,965,20,,130,G,Major,76,44,77,1,0,13,3,https://i.scdn.co/image/ab67616d0000b2734239a6aa89738d8f798168ad,https://open.spotify.com/search/Pepas%20Farruko,https://www.youtube.com/results?search_query=Pepas+Farruko,https://www.youtube.com/watch?v=y8trd3gjJt0
How Do I Make You Love Me?,The Weeknd,1,2022,1,7,1915,0,119238316,7,47,15,0,0,121,G,Minor,80,62,51,2,0,9,8,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,https://open.spotify.com/search/How%20Do%20I%20Make%20You%20Love%20Me%3F%20The%20Weeknd,https://www.youtube.com/results?search_query=How+Do+I+Make+You+Love+Me%3F+The+Weeknd,https://www.youtube.com/watch?v=VLMo0rthnoo
Gasoline,The Weeknd,1,2022,1,7,2297,0,116903579,11,29,14,0,0,123,F#,Minor,74,35,73,0,0,21,5,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,https://open.spotify.com/search/Gasoline%20The%20Weeknd,https://www.youtube.com/results?search_query=Gasoline+The+Weeknd,https://www.youtube.com/watch?v=0T4UykXuJnI
Infinity,Jaymes Young,1,2017,6,23,4375,0,888046992,24,0,396,0,0,122,B,Minor,67,50,67,15,0,30,4,https://i.scdn.co/image/ab67616d0000b273a9897f65d1ead1be10a51e3f,https://open.spotify.com/search/Infinity%20Jaymes%20Young,https://www.youtube.com/results?search_query=Infinity+Jaymes+Young,https://www.youtube.com/watch?v=PWqEPKduGm8
Less Than Zero,The Weeknd,1,2022,1,7,2800,0,200660871,18,77,61,0,1,143,,Major,53,50,79,0,0,8,3,https://i.scdn.co/image/ab67616d0000b273b3a6d0134f197bce863369a6,https://open.spotify.com/search/Less%20Than%20Zero%20The%20Weeknd,https://www.youtube.com/results?search_query=Less+Than+Zero+The+Weeknd,https://www.youtube.com/watch?v=LKsgDcckur0
Take My Breath,The Weeknd,1,2021,8,6,2597,0,130655803,17,80,38,0,0,121,A#,Minor,70,35,77,1,0,26,4,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,https://open.spotify.com/search/Take%20My%20Breath%20The%20Weeknd,https://www.youtube.com/results?search_query=Take+My+Breath+The+Weeknd,https://www.youtube.com/watch?v=rhTl_OyehF8
good 4 u,Olivia Rodrigo,1,2021,5,14,15563,6,1887039593,259,55,461,1,,166,F#,Minor,56,68,66,28,0,11,18,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a,https://open.spotify.com/search/good%204%20u%20Olivia%20Rodrigo,https://www.youtube.com/results?search_query=good+4+u+Olivia+Rodrigo,https://www.youtube.com/watch?v=gNi_6U5Pm_o
Here We Go� Again,"The Weeknd, Tyler, The Creator",3,2022,1,7,1420,0,88103848,7,18,7,0,0,135,C#,Major,41,27,64,36,0,60,3,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,https://open.spotify.com/search/Here%20We%20Go%C3%AF%C2%BF%C2%BD%C3%AF%C2%BF%C2%BD%C3%AF%C2%BF%C2%BD%20Again%20%28feat.%20Tyler%2C%20the%20Cr%20The%20Weeknd%2C%20Tyler%2C%20The%20Creator,https://www.youtube.com/results?search_query=Here+We+Go%C3%83%C2%A2%C3%82%C2%80%C3%82%C2%A6+Again+%28feat.+Tyler%2C+The+Creator%29+The+Weeknd%2C+Tyler%2C+The+Creator,https://www.youtube.com/watch?v=BCGvAe7bE84
Best Friends,The Weeknd,1,2022,1,7,1292,0,101114984,3,18,14,0,0,87,E,Minor,49,49,59,44,0,35,21,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,https://open.spotify.com/search/Best%20Friends%20The%20Weeknd,https://www.youtube.com/results?search_query=Best+Friends+The+Weeknd,https://www.youtube.com/watch?v=jkEzNvdKGeA
Kiss Me More (feat. SZA),"SZA, Doja Cat",2,2021,4,9,15867,0,1575467011,382,65,497,0,12,111,G#,Major,77,74,66,30,0,13,3,https://i.scdn.co/image/ab67616d0000b27314b7b2a920a41166d53ddd49,https://open.spotify.com/search/Kiss%20Me%20More%20%28feat.%20SZA%29%20SZA%2C%20Doja%20Cat,https://www.youtube.com/results?search_query=Kiss+Me+More+%28feat.+SZA%29+SZA%2C+Doja+Cat,https://www.youtube.com/watch?v=0EVVKs6DQLo
I Heard You're Married (feat. Lil Wayne),"The Weeknd, Lil Wayne",2,2022,1,7,1178,0,91656026,9,10,9,0,0,110,D,Major,75,85,84,10,0,31,19,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d,https://open.spotify.com/search/I%20Heard%20You%27re%20Married%20%28feat.%20Lil%20Wayne%29%20The%20Weeknd%2C%20Lil%20Wayne,https://www.youtube.com/results?search_query=I+Heard+You%27re+Married+%28feat.+Lil+Wayne%29+The+Weeknd%2C+Lil+Wayne,https://www.youtube.com/watch?v=86kEbw4pvxU
Need To Know,Doja Cat,1,2021,6,11,6672,0,1042568408,125,36,150,0,,130,C#,Major,66,19,61,30,0,9,7,https://i.scdn.co/image/ab67616d0000b273be841ba4bc24340152e3a79a,https://open.spotify.com/search/Need%20To%20Know%20Doja%20Cat,https://www.youtube.com/results?search_query=Need+To+Know+Doja+Cat,https://www.youtube.com/watch?v=dI3xkL7qUAc
